0,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név,Kredit,Ajánlott félév,Mintatanterv,Tárgycsoport kódja,Tárgycsoport neve,Tárgytípus,Eredmény,Felv.szám,Kód:,Név
53,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,3,,TT-IB501,Adatbázisok,Kötelező,,,,,2,3,,TE-IB501g,Adatbázisok,Kötelező,,,IB501g,Adatbázisok gyakorlat,2,3,,IB501g,Adatbázisok gyakorlat,Kötelező,Gyakorlati jegy Közepes (3) 2021.12.08.,1,,,,,,,,,,,,
54,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB042,Digitális képfeldolgozás,Kötelező,,,,,2,4,,TE-IB042g,Digitális képfeldolgozás,Kötelező,,,IB042g,Digitális képfeldolgozás gyakorlat,2,4,,IB042g,Digitális képfeldolgozás gyakorlat,Kötelezően választható,Gyakorlati jegy Elégtelen (1) 2023.06.28.,1,,,,,,,,,,,,
55,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,3,,TT-IB302,Programozás II.,Kötelező,,,,,2,3,,TE-IB302g,Programozás II.,Kötelező,,,IB302g,Programozás II. gyak.,2,3,,IB302g,Programozás II. gyak.,Kötelező,Gyakorlati jegy Elégséges (2) 2021.12.19.,1,,,,,,,,,,,,
56,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB153,Rendszerfejlesztés I.,Kötelező,,,,,2,3,,TE-IB153e,Rendszerfejlesztés I.,Kötelező,,,IB153e,Rendszerfejlesztés I.,2,3,,IB153e,Rendszerfejlesztés I.,Kötelező,Kollokvium Közepes (3) 2022.01.24.,1,,,,,,,,,,,,
57,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,3,,TT-IB302,Programozás II.,Kötelező,,,,,2,3,,TE-IB302e,Programozás II.,Kötelező,,,IB302e,Programozás II.,2,3,,IB302e,Programozás II.,Kötelező,Kollokvium Közepes (3) 2023.01.12.,3,,,,,,,,,,,,
58,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,8,,,TT-IB104,Programozás alapjai,Kötelező,,,,,4,1,,TE-IB104L,Programozás alapjai,Kötelező,,,IB104L,Programozás alapjai gyak.,4,1,,IB104L,Programozás alapjai gyak.,Kötelező,Gyakorlati jegy Jeles (5) 2020.12.13.,1,,,,,,,,,,,,
59,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB405,Programozási nyelvek,Kötelező,,,,,2,4,,TE-IB405g,Programozási nyelvek,Kötelező,,,IB405g,Programozási nyelvek gyak.,2,4,,IB405g,Programozási nyelvek gyak.,Kötelező,Gyakorlati jegy Jeles (5) 2022.05.11.,1,,,,,,,,,,,,
60,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,8,,,TT-IB104,Programozás alapjai,Kötelező,,,,,4,1,,TE-IB104E,Programozás alapjai,Kötelező,,,IB104E,Programozás alapjai,4,1,,IB104E,Programozás alapjai,Kötelező,Kollokvium Elégséges (2) 2020.12.14.,1,,,,,,,,,,,,
61,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB407,Számítógép-hálózatok,Kötelező,,,,,2,1,,TE-IB407e,Számítógép-hálózatok,Kötelező,,,IB407e,Számítógép hálózatok,2,1,,IB407e,Számítógép hálózatok,Kötelező,Kollokvium Jeles (5) 2020.12.18.,1,,,,,,,,,,,,
62,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB402,Operációs rendszerek,Kötelező,,,,,2,2,,TE-IB402e,Operációs rendszerek,Kötelező,,,IB402e,Operációs rendszerek,2,2,,IB402e,Operációs rendszerek,Kötelezően választható,Kollokvium Jó (4) 2021.06.02.,1,,,,,,,,,,,,
63,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB042,Digitális képfeldolgozás,Kötelező,,,,,2,4,,TE-IB042g,Digitális képfeldolgozás,Kötelező,,,IB042g-00002,Digitális képfeldolgozás gyakorlat (tehetséggondozó program),2,4,,IB042g-00002,Digitális képfeldolgozás gyakorlat (tehetséggondozó program),Kötelezően választható,,,,,,,,,,,,,,
64,,,52,,,MK-SZT,Kötelező informatikai ismeretek,Kötelező,,,,,4,,,TT-IB714,Web tervezés,Kötelező,,,,,2,2,,TE-IB714g,Webtervezés,Kötelező,,,IB714g,Web tervezés gyak.,2,2,,IB714g,Web tervezés gyak.,Kötelező,Gyakorlati jegy Jeles (5) 2021.05.21.,1,,,,,,,,,,,,
65,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-S,Képfeldolgozás - egyéb informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB152e,Adatbázis alapú rendszerek,Kötelezően választható,,,IB152e,Adatbázis alapú rendszerek
66,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB152e,Adatbázis alapú rendszerek,Kötelezően választható,,,IB152e,Adatbázis alapú rendszerek
67,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB152e,Adatbázis alapú rendszerek,Kötelezően választható,,,IB152e,Adatbázis alapú rendszerek
68,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-MATSZT,Képfeldolgozás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-KEP-MATSZT-A,Képfeldolgozás - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-IBK404E,Algoritmusok és adatszerkezetek II.,Kötelezően választható,,,IBK404E,Algoritmusok és adatszerkezetek II.
69,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-MATSZT,Modellalkotás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-MOD-MATSZT-A,Modellalkotás - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-IBK404E,Algoritmusok és adatszerkezetek II.,Kötelezően választható,,,IBK404E,Algoritmusok és adatszerkezetek II.
70,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-MATSZT,Szoftverfejlesztés - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-SZF-MATSZT-A,Szoftverfejlesztés - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-IBK404E,Algoritmusok és adatszerkezetek II.,Kötelezően választható,,,IBK404E,Algoritmusok és adatszerkezetek II.
71,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l,Számítógépes grafika gyak.
72,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l,Számítógépes grafika gyak.
73,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l,Számítógépes grafika gyak.
74,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB414-2G,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2G,Alkalmazásfejlesztés I.
75,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-S,Képfeldolgozás - egyéb informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB414-2G,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2G,Alkalmazásfejlesztés I.
76,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB414-2G,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2G,Alkalmazásfejlesztés I.
77,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB472E,Multiplatform alkalmazásfejlesztés C++-ban,Kötelezően választható,,,IB472E,Multiplatform alkalmazásfejlesztés C++-ban
78,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-S,Képfeldolgozás - egyéb informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB472E,Multiplatform alkalmazásfejlesztés C++-ban,Kötelezően választható,,,IB472E,Multiplatform alkalmazásfejlesztés C++-ban
79,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-MATSZT,Modellalkotás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-MOD-MATSZT-S,Modellalkotás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-MBNXK112G,Diszkrét matematika II.,Kötelezően választható,,,MBNXK112G,Diszkrét matematika II.
80,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-MATSZT,Szoftverfejlesztés - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-SZF-MATSZT-A,Szoftverfejlesztés - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-MBNXK112G,Diszkrét matematika II.,Kötelezően választható,,,MBNXK112G,Diszkrét matematika II.
81,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-MATSZT,Képfeldolgozás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-KEP-MATSZT-S,Képfeldolgozás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-MBNXK112G,Diszkrét matematika II.,Kötelezően választható,,,MBNXK112G,Diszkrét matematika II.
82,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB001e-00082,Képfeldolgozó programcsomagok,Kötelezően választható,,,IB001e-00082,Képfeldolgozó programcsomagok
83,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155e,Számítógépes grafika,Kötelezően választható,,,IB155e-00001,Számítógépes grafika (tehetséggondozó program)
84,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155e,Számítógépes grafika,Kötelezően választható,,,IB155e-00001,Számítógépes grafika (tehetséggondozó program)
85,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB155e,Számítógépes grafika,Kötelezően választható,,,IB155e-00001,Számítógépes grafika (tehetséggondozó program)
86,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-S,Képfeldolgozás - egyéb informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB370E,Szkriptnyelvek,Kötelezően választható,,,IB370E,Szkriptnyelvek
87,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB370E,Szkriptnyelvek,Kötelezően választható,,,IB370E,Szkriptnyelvek
88,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l-00001,Számítógépes grafika gyak. (tehetséggondozó program)
89,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l-00001,Számítógépes grafika gyak. (tehetséggondozó program)
90,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB155l,Számítógépes grafika,Kötelezően választható,,,IB155l-00001,Számítógépes grafika gyak. (tehetséggondozó program)
91,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB001e-00095,Digitális topológia és matematikai morfológia,Kötelezően választható,,,IB001e-00095,Digitális topológia és matematikai morfológia
92,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB078G,Játékfejleszés Unity-ben,Kötelezően választható,,,IB078G,Játékfejleszés Unity-ben
93,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB078G,Játékfejleszés Unity-ben,Kötelezően választható,,,IB078G,Játékfejleszés Unity-ben
94,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB041g,Multimédia,Kötelezően választható,,,IB041g,Multimédia gyak.
95,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB041g,Multimédia,Kötelezően választható,,,IB041g,Multimédia gyak.
96,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB911g,Gazdasági informatika,Kötelezően választható,,,IBK911G,Gazdasági informatika gyak.
97,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB471E,Webfejlesztési keretrendszerek,Kötelezően választható,,,IB471E,Webfejlesztési keretrendszerek
98,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB414-2E,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2E,Alkalmazásfejlesztés I.
99,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-S,Képfeldolgozás - egyéb informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB414-2E,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2E,Alkalmazásfejlesztés I.
100,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB414-2E,Alkalmazásfejlesztés I.,Kötelezően választható,,,IB414-2E,Alkalmazásfejlesztés I.
101,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-MATSZT,Szoftverfejlesztés - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-SZF-MATSZT-A,Szoftverfejlesztés - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-IBK309,Döntéselméleti rendszerek,Kötelezően választható,,,IBK309G,Döntéselméleti rendszerek gyakorlat
102,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-MATSZT,Modellalkotás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-MOD-MATSZT-S,Modellalkotás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-IBK309,Döntéselméleti rendszerek,Kötelezően választható,,,IBK309G,Döntéselméleti rendszerek gyakorlat
103,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-MATSZT,Képfeldolgozás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-KEP-MATSZT-S,Képfeldolgozás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-IBK309,Döntéselméleti rendszerek,Kötelezően választható,,,IBK309G,Döntéselméleti rendszerek gyakorlat
104,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-INF,Modellalkotás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-MOD-INF-A,Modellalkotás - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB080,Térinformatika,Kötelezően választható,,,IB080E,Térinformatika előadás
105,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-INF,Szoftverfejlesztés - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-SZF-INF-A,Szoftverfejlesztés - ajánlott informatikai ismeretek,Kötelező,,,,,,,,TE-IB080,Térinformatika,Kötelezően választható,,,IB080E,Térinformatika előadás
106,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-INF,Képfeldolgozás - differenciált informatikai ismeretek,Kötelező,,,,,,,,MK-S-KEP-INF-A,Képfeldolgozás - ajánlott informatikai ismeretek,Kötelezően választható,,,,,,,,TE-IB080,Térinformatika,Kötelezően választható,,,IB080E,Térinformatika előadás
107,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-MOD,Informatikai modellalkotás specializáció,Kötelezően választható,,,,,,,,MK-S-MOD-MATSZT,Modellalkotás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-MOD-MATSZT-S,Modellalkotás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-MBNXK313G,Kalkulus II.,Kötelezően választható,,,MBNXK313G,Kalkulus II.
108,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-SZF,Szoftverfejlesztés specializáció,Kötelezően választható,,,,,,,,MK-S-SZF-MATSZT,Szoftverfejlesztés - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-SZF-MATSZT-A,Szoftverfejlesztés - ajánlott matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,TE-MBNXK313G,Kalkulus II.,Kötelezően választható,,,MBNXK313G,Kalkulus II.
109,,,52,,,MK-DSZ,Differenciált szakmai ismeretek,Kötelező,,,,,,,,MK-S-KEP,Képfeldolgozás specializáció,Kötelezően választható,,,,,,,,MK-S-KEP-MATSZT,Képfeldolgozás - differenciált matematikai és számítástudományi ismeretek,Kötelező,,,,,,,,MK-S-KEP-MATSZT-S,Képfeldolgozás - egyéb matematikai és számítástudományi ismeretek,Kötelezően választható,,,,,,,,TE-MBNXK313G,Kalkulus II.,Kötelezően választható,,,MBNXK313G,Kalkulus II.
